,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
17452,юр. лицо,получение средств,752.2,безналичный,Брест,Белинвестбанк-IVZD-033,27-04-2019,21:49:01,успешно,нет,0.0
17456,юр. лицо,получение средств,986.57,безналичный,Витебск,МаксБанк-BOUH-956,26-01-2024,17:44:20,успешно,нет,0.0
17457,юр. лицо,получение средств,258.53,безналичный,Гомель,Приорбанк-QJMH-721,31-08-2024,07:30:47,успешно,нет,0.0
17461,юр. лицо,списание средств,902.43,безналичный,Витебск,Белинвестбанк-HDAO-148,30-11-2014,18:22:17,недостаточно средств,нет,0.0
17467,юр. лицо,получение средств,294.13,безналичный,Брест,Белинвестбанк-KLWH-231,21-05-2007,14:05:43,успешно,нет,0.0
17468,юр. лицо,получение средств,718.78,безналичный,Гомель,Беларусбанк-DCPN-877,05-12-2022,21:51:28,успешно,нет,0.0
17470,юр. лицо,получение средств,628.58,безналичный,Гомель,МаксБанк-XIOZ-235,14-12-2014,18:12:20,успешно,нет,0.0
17480,физ. лицо,списание средств,347.45,наличный,Гомель,МаксБанк-GGQA-510,11-10-2010,15:42:30,успешно,да,15.59
17488,юр. лицо,списание средств,578.23,безналичный,Брест,Белинвестбанк-JMXZ-374,03-04-2014,12:02:33,неправильный ввод пин-кода,нет,0.0
17492,юр. лицо,списание средств,366.66,безналичный,Гомель,БелАгропромбанк-LFCH-763,02-11-2003,13:25:41,неправильный ввод пин-кода,да,5.38
17497,физ. лицо,получение средств,650.56,безналичный,Брест,Приорбанк-JDKF-559,28-02-2023,16:25:51,успешно,нет,0.0
17505,физ. лицо,получение средств,603.02,безналичный,Брест,БелАгропромбанк-AHWH-798,24-03-2002,22:09:04,успешно,нет,0.0
17507,физ. лицо,списание средств,105.13,наличный,Брест,МаксБанк-TBLJ-940,05-09-2000,22:27:36,недостаточно средств,нет,0.0
17510,физ. лицо,получение средств,978.39,наличный,Гомель,Беларусбанк-WNFI-174,29-07-2008,18:57:56,успешно,нет,0.0
17512,юр. лицо,списание средств,211.88,наличный,Гродно,БелАгропромбанк-PVAI-183,12-07-2011,14:23:32,недостаточно средств,нет,0.0
17517,юр. лицо,получение средств,701.43,безналичный,Гомель,Приорбанк-XSHT-241,10-11-2003,08:41:36,успешно,нет,0.0
17529,физ. лицо,получение средств,814.49,безналичный,Могилев,Приорбанк-ATAI-985,16-03-2009,05:38:34,успешно,нет,0.0
17531,физ. лицо,списание средств,465.93,безналичный,Минск,Белинвестбанк-FJSL-816,07-03-2010,05:01:19,недостаточно средств,нет,0.0
17534,физ. лицо,получение средств,493.09,наличный,Гомель,Приорбанк-XRON-568,18-12-2024,11:58:31,успешно,нет,0.0
17535,юр. лицо,списание средств,357.79,наличный,Минск,Белинвестбанк-RJJW-967,11-04-2013,12:12:41,успешно,нет,0.0
17537,физ. лицо,списание средств,332.17,наличный,Могилев,МаксБанк-GWHE-988,15-03-2019,06:20:02,успешно,нет,0.0
17539,физ. лицо,получение средств,150.67,наличный,Гомель,Белинвестбанк-OYQZ-767,25-02-2007,01:14:46,успешно,нет,0.0
17542,юр. лицо,списание средств,968.74,безналичный,Могилев,БелАгропромбанк-YPMH-735,23-06-2005,20:54:03,недостаточно средств,нет,0.0
17543,физ. лицо,списание средств,762.36,наличный,Гомель,Беларусбанк-LLXT-956,08-12-2023,20:09:55,недостаточно средств,да,12.12
17546,физ. лицо,получение средств,447.66,наличный,Минск,Белинвестбанк-CXNH-999,26-12-2015,00:40:08,успешно,нет,0.0
17551,юр. лицо,списание средств,354.28,безналичный,Минск,Приорбанк-KDQH-916,29-10-2018,22:23:42,успешно,да,12.79
17555,физ. лицо,получение средств,494.25,безналичный,Гродно,БелАгропромбанк-KETX-057,11-04-2020,22:35:46,успешно,нет,0.0
17566,юр. лицо,списание средств,334.1,наличный,Могилев,МаксБанк-PLNX-422,18-09-2014,14:07:19,недостаточно средств,да,16.02
17568,юр. лицо,списание средств,697.18,наличный,Минск,Белинвестбанк-TFEB-355,27-01-2019,08:39:32,неправильный ввод пин-кода,да,67.84
17575,физ. лицо,получение средств,700.02,безналичный,Минск,Приорбанк-USDM-977,11-02-2000,23:33:57,успешно,нет,0.0
17578,физ. лицо,получение средств,63.74,наличный,Гродно,Белинвестбанк-IATD-069,12-12-2000,02:10:00,успешно,нет,0.0
17580,юр. лицо,списание средств,481.98,безналичный,Могилев,Приорбанк-OTVB-678,26-09-2013,01:37:23,успешно,нет,0.0
17588,юр. лицо,получение средств,380.82,наличный,Гомель,БелАгропромбанк-VIUD-594,09-06-2016,03:51:53,успешно,нет,0.0
17590,юр. лицо,списание средств,890.26,наличный,Брест,МаксБанк-RNYC-463,29-10-2017,21:19:57,недостаточно средств,да,46.1
17599,юр. лицо,получение средств,742.83,безналичный,Гомель,Белинвестбанк-NLOE-225,12-11-2020,13:44:30,успешно,нет,0.0
17602,юр. лицо,списание средств,798.8,наличный,Могилев,Приорбанк-IJZC-648,10-05-2011,09:37:25,успешно,да,51.71
17607,физ. лицо,получение средств,838.75,наличный,Гомель,МаксБанк-UNRN-344,09-05-2008,00:18:52,успешно,нет,0.0
17611,физ. лицо,списание средств,652.39,наличный,Гродно,Белинвестбанк-NOEP-204,19-05-2023,18:34:14,неправильный ввод пин-кода,да,50.04
17615,физ. лицо,получение средств,545.83,безналичный,Брест,Приорбанк-SYXQ-494,29-04-2010,11:49:03,успешно,нет,0.0
17622,юр. лицо,получение средств,396.72,наличный,Брест,Беларусбанк-EMNG-394,01-10-2003,13:37:50,успешно,нет,0.0
17627,физ. лицо,списание средств,825.51,наличный,Витебск,БелАгропромбанк-VFVG-880,09-10-2022,18:49:27,неправильный ввод пин-кода,да,50.53
17629,юр. лицо,получение средств,863.69,наличный,Гродно,БелАгропромбанк-EXSX-236,01-08-2001,01:26:51,успешно,нет,0.0
17630,юр. лицо,получение средств,173.97,наличный,Брест,МаксБанк-XWFT-629,21-02-2016,04:28:21,успешно,нет,0.0
17636,физ. лицо,списание средств,67.51,наличный,Гомель,БелАгропромбанк-AFVZ-834,27-03-2020,11:35:39,неправильный ввод пин-кода,нет,0.0
17641,юр. лицо,списание средств,130.58,наличный,Брест,Беларусбанк-ECJN-413,22-09-2003,16:41:39,недостаточно средств,нет,0.0
17643,физ. лицо,списание средств,27.69,безналичный,Витебск,Приорбанк-YQHQ-631,04-02-2015,22:53:49,неправильный ввод пин-кода,да,0.86
17644,юр. лицо,получение средств,745.75,наличный,Гродно,МаксБанк-LXLP-111,13-07-2011,02:27:11,успешно,нет,0.0
